"","gene"
"1442","ENSDARG00000094002,ccl34b.4,24,protein_coding"
"1443","ENSDARG00000092945,si:ch211-250g4.3,19,protein_coding"
"1444","ENSDARG00000094708,sftpba,10,protein_coding"
"1445","ENSDARG00000020228,usf2,19,protein_coding"
"1446","ENSDARG00000093658,tm7sf3,4,protein_coding"
"1447","ENSDARG00000079892,PLXNB2,,"
"1448","ENSDARG00000053091,DAB2,5,protein_coding"
"1449","ENSDARG00000093170,mef2b,22,protein_coding"
"1450","ENSDARG00000046127,tk2,7,protein_coding"
"1451","ENSDARG00000074851,s1pr4,22,protein_coding"
"1452","ENSDARG00000067718,si:dkey-3h3.3,5,protein_coding"
"1453","ENSDARG00000092361,si:dkey-79f11.7,1,protein_coding"
"1454","ENSDARG00000095351,si:ch73-308b14.1,8,processed_transcript"
"1455","ENSDARG00000077384,dnah11,16,protein_coding"
"1456","ENSDARG00000034643,fhl3a,16,protein_coding"
"1457","ENSDARG00000090600,si:ch211-213a13.1,22,processed_transcript"
"1458","ENSDARG00000044241,dram2b,22,protein_coding"
"1459","ENSDARG00000057879,p3h3,16,protein_coding"
"1460","ENSDARG00000092454,si:dkey-14o1.19,9,processed_transcript"
"1461","ENSDARG00000076895,flrt3,13,protein_coding"
"1462","ENSDARG00000056089,nrbp1,20,protein_coding"
"1463","ENSDARG00000056092,si:dkey-12h9.6,20,protein_coding"
"1464","ENSDARG00000091993,dicp1.1,3,protein_coding"
"1465","ENSDARG00000001825,cfap43,13,protein_coding"
"1466","ENSDARG00000092167,si:ch211-272h9.5,7,protein_coding"
"1467","ENSDARG00000093310,pimr155,13,protein_coding"
"1468","ENSDARG00000074858,stard7,10,protein_coding"
"1469","ENSDARG00000019976,idi1,24,protein_coding"
"1470","ENSDARG00000007358,cxcr3.1,16,protein_coding"
"1471","ENSDARG00000055784,ptpn3,16,protein_coding"
"1472","ENSDARG00000007181,nadk2,21,protein_coding"
"1473","ENSDARG00000092459,si:dkey-9i23.5,1,protein_coding"
"1474","ENSDARG00000092057,si:dkey-90l23.1,9,protein_coding"
"1475","ENSDARG00000089138,LONRF2,1,protein_coding"
"1476","ENSDARG00000032188,lrrc8aa,21,protein_coding"
"1477","ENSDARG00000095693,si:dkey-15g19.2,10,processed_transcript"
"1478","ENSDARG00000079751,megf8,16,protein_coding"
"1479","ENSDARG00000029720,si:dkeyp-9d4.2,1,protein_coding"
"1480","ENSDARG00000092507,znf1013,15,protein_coding"
"1481","ENSDARG00000095746,,1,protein_coding"
"1482","ENSDARG00000093494,si:ch211-217k17.9,1,protein_coding"
"1483","ENSDARG00000004433,btk,14,protein_coding"
"1484","ENSDARG00000063572,perp,13,protein_coding"
"1485","ENSDARG00000102070,tbc1d10aa,8,protein_coding"
"1486","ENSDARG00000096403,si:dkey-153m14.1,20,lincRNA"
"1487","ENSDARG00000076472,ovol1,7,protein_coding"
"1488","ENSDARG00000096780,si:ch211-225b10.2,12,lincRNA"
"1489","ENSDARG00000030479,hmgb1b,15,protein_coding"
"1490","ENSDARG00000089413,mbpb,16,protein_coding"
"1491","ENSDARG00000062562,egln2,15,protein_coding"
"1492","ENSDARG00000096508,si:ch211-265g21.1,20,lincRNA"
"1493","ENSDARG00000051785,dhx33,5,protein_coding"
"1494","ENSDARG00000098024,si:dkey-262k9.2,15,protein_coding"
"1495","ENSDARG00000095890,znf236,16,protein_coding"
"1496","ENSDARG00000096836,si:ch211-247l22.4,8,lincRNA"
"1497","ENSDARG00000097533,si:dkey-29l4.4,15,lincRNA"
"1498","ENSDARG00000095807,hp,8,protein_coding"
"1499","ENSDARG00000080009,bahcc1,12,protein_coding"
"1500","ENSDARG00000096833,si:ch211-68a17.5,25,lincRNA"
"1501","ENSDARG00000100805,FMN1,,"
"1502","ENSDARG00000073962,C17H15orf57,17,protein_coding"
"1503","ENSDARG00000055400,ELMO1,,"
"1504","ENSDARG00000079131,si:dkeyp-118b1.2,12,protein_coding"
"1505","ENSDARG00000061473,tbkbp1,12,protein_coding"
"1506","ENSDARG00000097332,si:ch73-195j15.1,15,lincRNA"
"1507","ENSDARG00000097553,si:dkey-193e13.8,2,lincRNA"
"1508","ENSDARG00000097610,si:ch211-136a14.2,3,lincRNA"
"1509","ENSDARG00000096667,si:dkey-25o16.2,1,protein_coding"
"1510","ENSDARG00000097695,si:ch211-87m19.5,15,processed_transcript"
"1511","ENSDARG00000097712,si:ch1073-443n13.2,16,protein_coding"
"1512","ENSDARG00000026049,mxf,15,protein_coding"
"1513","ENSDARG00000008377,epn2,3,protein_coding"
"1514","ENSDARG00000059768,gpatch8,3,protein_coding"
"1515","ENSDARG00000096623,si:ch211-1f22.13,1,protein_coding"
"1516","ENSDARG00000096554,SPAG5,1,protein_coding"
"1517","ENSDARG00000080001,si:dkey-208m12.2,22,protein_coding"
"1518","ENSDARG00000104734,kat2a,3,protein_coding"
"1519","ENSDARG00000076483,zgc:198241,15,protein_coding"
"1520","ENSDARG00000096564,si:dkey-31e10.6,1,transcribed_unprocessed_pseudogene"
"1521","ENSDARG00000096544,si:dkey-228l14.2,1,lincRNA"
"1522","ENSDARG00000074667,akt1s1,3,protein_coding"
"1523","ENSDARG00000096280,ighz,3,protein_coding"
"1524","ENSDARG00000105292,si:ch73-112j3.1,11,processed_transcript"
"1525","ENSDARG00000098032,si:dkey-7i4.13,15,protein_coding"
"1526","ENSDARG00000086613,si:dkey-266f7.10,19,protein_coding"
"1527","ENSDARG00000097102,si:ch73-281n10.2,15,protein_coding"
"1528","ENSDARG00000045331,pkp4,6,protein_coding"
"1529","ENSDARG00000096655,si:ch211-184m19.3,20,antisense"
"1530","ENSDARG00000019191,sept12,3,protein_coding"
"1531","ENSDARG00000097908,si:dkey-19d21.4,15,antisense"
"1532","ENSDARG00000070651,prkcdb,11,protein_coding"
"1533","ENSDARG00000101778,ca5a,25,protein_coding"
"1534","ENSDARG00000078781,si:ch211-161c3.6,6,protein_coding"
"1535","ENSDARG00000101669,elmod2,1,protein_coding"
"1536","ENSDARG00000097236,SVIP,25,protein_coding"
"1537","ENSDARG00000097248,si:dkey-117a8.2,15,protein_coding"
"1538","ENSDARG00000101754,BX664622.3,KN149689.1,protein_coding"
"1539","ENSDARG00000076229,mkl1b,12,protein_coding"
"1540","ENSDARG00000097279,si:ch73-274k23.3,5,lincRNA"
"1541","ENSDARG00000097761,si:dkey-181d19.3,16,processed_transcript"
"1542","ENSDARG00000096867,clmn,17,protein_coding"
"1543","ENSDARG00000097137,si:dkeyp-116a7.2,19,lincRNA"
"1544","ENSDARG00000022810,fzr1b,2,protein_coding"
"1545","ENSDARG00000061798,arhgap27l,3,protein_coding"
"1546","ENSDARG00000104242,dcp2,10,protein_coding"
"1547","ENSDARG00000096851,znf1143,3,protein_coding"
"1548","ENSDARG00000088283,si:ch73-248e21.5,3,protein_coding"
"1549","ENSDARG00000039959,gdnfa,10,protein_coding"
"1550","ENSDARG00000038151,,6,protein_coding"
"1551","ENSDARG00000052129,boka,6,protein_coding"
"1552","ENSDARG00000097782,si:dkey-42l23.4,15,protein_coding"
"1553","ENSDARG00000103621,FP236553.1,7,miRNA"
"1554","ENSDARG00000102512,kdm8,3,protein_coding"
"1555","ENSDARG00000053702,il2rgb,14,protein_coding"
"1556","ENSDARG00000078111,ap5z1,3,protein_coding"
"1557","ENSDARG00000099938,si:ch211-215e19.3,2,protein_coding"
"1558","ENSDARG00000098050,si:dkeyp-9a1.2,17,lincRNA"
"1559","ENSDARG00000097297,si:zfos-1833e7.5,3,lincRNA"
"1560","ENSDARG00000104274,TMEM200B,19,protein_coding"
"1561","ENSDARG00000090232,CLPB,15,protein_coding"
"1562","ENSDARG00000097833,si:dkeyp-9a1.3,17,lincRNA"
"1563","ENSDARG00000087293,si:dkey-84h14.1,4,protein_coding"
"1564","ENSDARG00000075618,slc36a1,14,protein_coding"
"1565","ENSDARG00000101146,CR293511.2,11,protein_coding"
"1566","ENSDARG00000096797,si:ch73-127m5.2,12,protein_coding"
"1567","ENSDARG00000075664,si:ch1073-429i10.1,15,protein_coding"
"1568","ENSDARG00000096287,si:ch211-76l23.6,3,lincRNA"
"1569","ENSDARG00000098099,zgc:64065,6,protein_coding"
"1570","ENSDARG00000101270,klhl8,21,protein_coding"
"1571","ENSDARG00000074270,ZNF518A,12,protein_coding"
"1572","ENSDARG00000076995,sharpin,2,protein_coding"
"1573","ENSDARG00000097583,arfgap3,4,protein_coding"
"1574","ENSDARG00000096586,,1,protein_coding"
"1575","ENSDARG00000099572,hmgn2,16,protein_coding"
"1576","ENSDARG00000093877,,1,protein_coding"
"1577","ENSDARG00000103754,aspm,22,protein_coding"
"1578","ENSDARG00000095974,si:ch73-211l13.2,3,protein_coding"
"1579","ENSDARG00000096877,cab39,15,lincRNA"
"1580","ENSDARG00000075435,akap11,9,protein_coding"
"1581","ENSDARG00000044567,ttc1,21,protein_coding"
"1582","ENSDARG00000096214,si:ch211-197k17.3,1,protein_coding"
"1583","ENSDARG00000097932,si:ch211-158m24.13,5,antisense"
"1584","ENSDARG00000038681,,1,protein_coding"
"1585","ENSDARG00000096617,si:dkey-249p7.3,20,antisense"
"1586","ENSDARG00000058459,plekhg2,15,protein_coding"
"1587","ENSDARG00000101145,lipeb,16,protein_coding"
"1588","ENSDARG00000097767,si:ch211-209m20.6,15,antisense"
"1589","ENSDARG00000096632,si:dkey-22o12.7,1,lincRNA"
"1590","ENSDARG00000102589,rsf1a,18,protein_coding"
"1591","ENSDARG00000090977,ifit12,12,protein_coding"
"1592","ENSDARG00000097901,,16,protein_coding"
"1593","ENSDARG00000014929,p2ry11,3,protein_coding"
"1594","ENSDARG00000096954,si:dkeyp-67f1.1,6,protein_coding"
"1595","ENSDARG00000096046,si:ch211-209p16.4,4,antisense"
"1596","ENSDARG00000103540,gpr132b,20,protein_coding"
"1597","ENSDARG00000077239,si:ch211-165i18.2,4,protein_coding"
"1598","ENSDARG00000089667,,1,protein_coding"
"1599","ENSDARG00000089871,si:ch211-203c7.2,12,protein_coding"
"1600","ENSDARG00000101378,nadsyn1,2,protein_coding"
"1601","ENSDARG00000102468,si:dkey-71l4.5,4,protein_coding"
"1602","ENSDARG00000096457,si:dkey-118j18.2,24,protein_coding"
"1603","ENSDARG00000099385,LSP1,,"
"1604","ENSDARG00000102802,brdt,6,protein_coding"
"1605","ENSDARG00000101127,map1lc3b,25,protein_coding"
"1606","ENSDARG00000100166,CASKIN1,,"
"1607","ENSDARG00000098231,HHEX,12,protein_coding"
"1608","ENSDARG00000099269,si:dkeyp-115e12.7,14,protein_coding"
"1609","ENSDARG00000101936,tmem106ba,15,protein_coding"
"1610","ENSDARG00000104047,si:ch211-262i1.3,11,protein_coding"
"1611","ENSDARG00000103435,sorbs1,13,protein_coding"
"1612","ENSDARG00000098910,CU074421.1,6,miRNA"
"1613","ENSDARG00000104842,CABZ01085069.1,22,protein_coding"
"1614","ENSDARG00000105243,ogt.1,14,protein_coding"
"1615","ENSDARG00000101251,ldha,25,protein_coding"
"1616","ENSDARG00000100397,pde6c,12,protein_coding"
"1617","ENSDARG00000098656,CT574575.1,24,protein_coding"
"1618","ENSDARG00000103736,GRAMD2,7,protein_coding"
"1619","ENSDARG00000101290,si:dkey-203a12.8,14,protein_coding"
"1620","ENSDARG00000102276,CR391944.1,3,protein_coding"
"1621","ENSDARG00000104399,CABZ01064972.2,22,protein_coding"
"1622","ENSDARG00000099776,glula,2,protein_coding"
"1623","ENSDARG00000101120,kif3b,23,protein_coding"
"1624","ENSDARG00000098397,si:ch73-59f11.2,3,lincRNA"
"1625","ENSDARG00000104768,akap17a,9,protein_coding"
"1626","ENSDARG00000103511,zfand2a,3,protein_coding"
"1627","ENSDARG00000105127,si:ch211-155e24.3,2,protein_coding"
"1628","ENSDARG00000101713,scn2b,15,protein_coding"
"1629","ENSDARG00000099448,sh3d21,16,protein_coding"
"1630","ENSDARG00000101079,HECTD4,7,protein_coding"
"1631","ENSDARG00000099939,otud4,4,protein_coding"
"1632","ENSDARG00000102549,CR450729.2,3,protein_coding"
"1633","ENSDARG00000105067,znf1043,4,protein_coding"
"1634","ENSDARG00000099281,si:dkey-112e7.2,4,protein_coding"
"1635","ENSDARG00000104400,socs3a,20,protein_coding"
"1636","ENSDARG00000100002,ctbs,11,polymorphic_pseudogene"
"1637","ENSDARG00000099527,nkiras1,19,protein_coding"
"1638","ENSDARG00000103336,si:dkey-77g12.4,14,protein_coding"
"1639","ENSDARG00000104636,si:dkey-112a7.4,7,protein_coding"
"1640","ENSDARG00000102907,CABZ01072043.1,21,protein_coding"
"1641","ENSDARG00000102995,rbm24a,19,protein_coding"
"1642","ENSDARG00000103095,tbk1,4,protein_coding"
"1643","ENSDARG00000103272,si:dkey-53k12.1,2,protein_coding"
"1644","ENSDARG00000099755,pfklb,11,protein_coding"
"1645","ENSDARG00000103468,otud4,4,protein_coding"
"1646","ENSDARG00000102885,rsu1,24,protein_coding"
"1647","ENSDARG00000099201,BX908731.1,22,protein_coding"
"1648","ENSDARG00000099980,bpifcl,9,protein_coding"
"1649","ENSDARG00000099740,klc2,KN150435.1,protein_coding"
"1650","ENSDARG00000100980,CABZ01112401.1,21,protein_coding"
"1651","ENSDARG00000104474,il6r,16,protein_coding"
"1652","ENSDARG00000099840,lpar1,10,protein_coding"
"1653","ENSDARG00000101555,si:ch211-211k8.3,4,processed_transcript"
"1654","ENSDARG00000103720,ZFP36,15,protein_coding"
"1655","ENSDARG00000098304,TAOK1,,"
"1656","ENSDARG00000102153,nrp1a,24,protein_coding"
"1657","ENSDARG00000101106,si:ch73-109d9.3,1,protein_coding"
"1658","ENSDARG00000099409,OGFR,,"
"1659","ENSDARG00000104635,si:busm1-194e12.12,8,protein_coding"
"1660","ENSDARG00000104027,si:ch211-207b24.4,3,protein_coding"
"1661","ENSDARG00000104891,si:dkey-109j17.5,23,protein_coding"
"1662","ENSDARG00000103900,sept9b,6,protein_coding"
"1663","ENSDARG00000101471,fgd4a,18,protein_coding"
"1664","ENSDARG00000099768,ANKRD7,25,protein_coding"
"1665","ENSDARG00000100394,lnpep,5,protein_coding"
"1666","ENSDARG00000103677,OGFR,,"
"1667","ENSDARG00000103716,si:busm1-48c11.3,8,protein_coding"
"1668","ENSDARG00000101422,hdac12,15,protein_coding"
"1669","ENSDARG00000101362,mibp,22,protein_coding"
"1670","ENSDARG00000101096,si:ch211-198c1.7,24,lincRNA"
"1671","ENSDARG00000100114,sf3a3,19,protein_coding"
"1672","ENSDARG00000103203,vps28,19,protein_coding"
"1673","ENSDARG00000102994,znf1034,4,protein_coding"
"1674","ENSDARG00000098696,rela,7,protein_coding"
"1675","ENSDARG00000099806,si:dkey-53k12.2,2,protein_coding"
"1676","ENSDARG00000100941,CLCA2,,"
"1677","ENSDARG00000104542,ppt2,19,protein_coding"
"1678","ENSDARG00000102612,slc15a4,8,protein_coding"
"1679","ENSDARG00000102199,SIKE1,23,protein_coding"
"1680","ENSDARG00000102191,CPNE8,,"
"1681","ENSDARG00000103134,CKN149934.1H1orf52,KN149934.1,protein_coding"
"1682","ENSDARG00000102173,CABZ01065425.1,20,protein_coding"
"1683","ENSDARG00000100677,tmem205,3,protein_coding"
"1684","ENSDARG00000100621,CABZ01080550.1,25,protein_coding"
"1685","ENSDARG00000098430,znf1078,4,protein_coding"
"1686","ENSDARG00000099566,lmbrd2a,5,protein_coding"
"1687","ENSDARG00000098662,si:ch73-359m17.9,19,protein_coding"
"1688","ENSDARG00000104491,ampd2a,22,protein_coding"
"1689","ENSDARG00000101611,HUS1,KN150170.1,protein_coding"
"1690","ENSDARG00000101169,grap2b,6,protein_coding"
"1691","ENSDARG00000101729,,4,protein_coding"
"1692","ENSDARG00000102331,TMEM164,KN150208.1,protein_coding"
"1693","ENSDARG00000098204,CU984600.2,9,protein_coding"
"1694","ENSDARG00000098999,si:ch73-311h14.2,15,protein_coding"
"1695","ENSDARG00000099612,zgc:66483,21,protein_coding"
"1696","ENSDARG00000103919,si:ch73-1a9.3,10,protein_coding"
"1697","ENSDARG00000104197,ptpn22,23,protein_coding"
"1698","ENSDARG00000101334,ctsc,15,protein_coding"
"1699","ENSDARG00000104065,si:dkey-1b17.11,22,protein_coding"
"1700","ENSDARG00000098924,suz12b,6,protein_coding"
"1701","ENSDARG00000098281,si:dkey-237m9.1,4,protein_coding"
"1702","ENSDARG00000100280,znfx1,6,protein_coding"
"1703","ENSDARG00000098436,BX537156.1,4,miRNA"
"1704","ENSDARG00000099491,tmem176l.1,16,protein_coding"
"1705","ENSDARG00000103207,rab11fip4b,6,protein_coding"
"1706","ENSDARG00000101653,zgc:110171,4,protein_coding"
"1707","ENSDARG00000100515,dusp1,14,protein_coding"
"1708","ENSDARG00000103766,cyp2aa7,23,protein_coding"
"1709","ENSDARG00000104883,PCMTD2,,"
"1710","ENSDARG00000099871,myo7aa,18,protein_coding"
"1711","ENSDARG00000100225,kif16ba,1,protein_coding"
"1712","ENSDARG00000100437,otud4,4,protein_coding"
"1713","ENSDARG00000103833,si:dkey-77g12.1,14,protein_coding"
"1714","ENSDARG00000101181,s100w,16,protein_coding"
"1715","ENSDARG00000101609,si:dkey-109a10.2,8,protein_coding"
"1716","ENSDARG00000098121,si:ch73-14h10.4,6,lincRNA"
"1717","ENSDARG00000099569,si:ch73-49o18.2,19,lincRNA"
"1718","ENSDARG00000104850,si:dkey-16p6.1,4,protein_coding"
"1719","ENSDARG00000099274,atxn3,17,protein_coding"
"1720","ENSDARG00000100582,si:ch211-195b11.3,14,protein_coding"
"1721","ENSDARG00000104076,rnf126,2,protein_coding"
"1722","ENSDARG00000099728,zgc:56622,18,protein_coding"
"1723","ENSDARG00000102657,LMAN2L,,"
"1724","ENSDARG00000099673,si:dkey-203a12.5,14,protein_coding"
"1725","ENSDARG00000101277,znf207b,6,protein_coding"
"1726","ENSDARG00000101624,lmnb2,22,protein_coding"
"1727","ENSDARG00000100462,paqr7a,19,protein_coding"
"1728","ENSDARG00000102704,si:ch1073-376c22.1,19,protein_coding"
"1729","ENSDARG00000101337,zgc:103700,8,protein_coding"
"1730","ENSDARG00000098706,si:ch73-236c18.7,1,protein_coding"
"1731","ENSDARG00000100119,caskb,6,protein_coding"
"1732","ENSDARG00000102257,soul3,KN150178.1,protein_coding"
"1733","ENSDARG00000100265,rhcgb,25,protein_coding"
"1734","ENSDARG00000099943,mapre2,24,protein_coding"
"1735","ENSDARG00000098538,CABZ01112049.1,KN150189.1,protein_coding"
"1736","ENSDARG00000103978,sh3bp5b,16,protein_coding"
"1737","ENSDARG00000099541,DEPDC1B,KN150240.1,protein_coding"
"1738","ENSDARG00000105154,creg1,KN150699.1,protein_coding"
"1739","ENSDARG00000104049,crebl2,4,protein_coding"
"1740","ENSDARG00000101578,e2f4,25,protein_coding"
"1741","ENSDARG00000104181,si:dkey-152p16.6,14,protein_coding"
"1742","ENSDARG00000098396,LRG1,,"
"1743","ENSDARG00000104396,trim25,6,protein_coding"
"1744","ENSDARG00000101109,cldn15b,5,protein_coding"
"1745","ENSDARG00000102852,CABZ01061502.1,22,protein_coding"
"1746","ENSDARG00000099760,CT573263.1,4,protein_coding"
"1747","ENSDARG00000099885,trim105,14,protein_coding"
"1748","ENSDARG00000105096,si:ch1073-67j19.1,4,protein_coding"
"1749","ENSDARG00000101029,si:ch73-347e22.4,19,protein_coding"
"1750","ENSDARG00000100331,SMIM10L2A,3,protein_coding"
"1751","ENSDARG00000105068,SMIM22,3,protein_coding"
"1752","ENSDARG00000100431,spaca4l,19,protein_coding"
"1753","ENSDARG00000100614,zgc:171497,KN150335.1,protein_coding"
"1754","ENSDARG00000104287,oraov1,7,protein_coding"
"1755","ENSDARG00000103361,tshz3b,7,protein_coding"
"1756","ENSDARG00000099519,zgc:66475,2,protein_coding"
"1757","ENSDARG00000099889,DUSP27,15,protein_coding"
"1758","ENSDARG00000100798,BX470200.2,4,protein_coding"
"1759","ENSDARG00000098681,si:ch73-138e16.7,22,processed_transcript"
"1760","ENSDARG00000099719,cdkn1d,KN149955.1,protein_coding"
"1761","ENSDARG00000101583,CU927920.1,23,protein_coding"
"1762","ENSDARG00000103924,zgc:154055,17,protein_coding"
"1763","ENSDARG00000099401,ccl33.3,25,processed_transcript"
"1764","ENSDARG00000105033,BX897691.1,1,protein_coding"
"1765","ENSDARG00000102435,plekhf1,7,protein_coding"
"1766","ENSDARG00000099248,si:dkey-2j6.2,5,TR_V_gene"
"1767","ENSDARG00000102048,slc25a43,14,protein_coding"
"1768","ENSDARG00000099811,si:dkey-203a12.7,14,protein_coding"
"1769","ENSDARG00000103679,bmp16,18,protein_coding"
"1770","ENSDARG00000105270,CABZ01080198.1,KN149921.1,protein_coding"
"1771","ENSDARG00000098591,tubb2b,8,protein_coding"
"1772","ENSDARG00000103357,otud4,4,protein_coding"
"1773","ENSDARG00000103249,CU463109.1,18,protein_coding"
"1774","ENSDARG00000103453,zfpl1,5,protein_coding"
"1775","ENSDARG00000099469,si:dkey-13m3.1,15,lincRNA"
"1776","ENSDARG00000103480,BX640512.1,5,protein_coding"
"1777","ENSDARG00000104947,si:ch211-194m7.8,25,protein_coding"
"1778","ENSDARG00000100636,rbm12,11,protein_coding"
"1779","ENSDARG00000099351,igfbp1a,20,protein_coding"
"1780","ENSDARG00000100054,,16,protein_coding"
"1781","ENSDARG00000102955,si:ch211-11c3.12,11,protein_coding"
"1782","ENSDARG00000100701,CABZ01068023.1,KN150492.1,protein_coding"
"1783","ENSDARG00000098957,BX908782.1,2,protein_coding"
"1784","ENSDARG00000099056,ACAA2,,"
"1785","ENSDARG00000100927,NFATC2,,"
"1786","ENSDARG00000102841,CABZ01053753.1,9,protein_coding"
"1787","ENSDARG00000102150,CR352258.2,3,protein_coding"
"1788","ENSDARG00000098766,pcxa,21,protein_coding"
"1789","ENSDARG00000102415,scinla,6,protein_coding"
"1790","ENSDARG00000103770,ARMC6,2,protein_coding"
"1791","ENSDARG00000098155,si:dkeyp-3b12.11,4,rRNA"
"1792","ENSDARG00000102555,si:dkey-33i11.9,16,protein_coding"
"1793","ENSDARG00000101050,TMC8,11,protein_coding"
"1794","ENSDARG00000100250,ftr41,3,protein_coding"
"1795","ENSDARG00000102975,hmp19,21,protein_coding"
"1796","ENSDARG00000101034,ZC3H12A,,"
"1797","ENSDARG00000098710,si:dkey-183c6.5,7,antisense"
"1798","ENSDARG00000101088,si:ch73-359m17.5,19,protein_coding"
"1799","ENSDARG00000101793,mfn1b,11,protein_coding"
"1800","ENSDARG00000102271,si:dkey-203a12.2,14,protein_coding"
"1801","ENSDARG00000098581,si:ch211-11c3.4,11,lincRNA"
"1802","ENSDARG00000098774,si:zfos-741a10.3,14,protein_coding"
"1803","ENSDARG00000104806,fbxw11a,KN150273.1,protein_coding"
"1804","ENSDARG00000104077,fcer1gl,2,protein_coding"
"1805","ENSDARG00000098700,il1b,10,protein_coding"
"1806","ENSDARG00000098929,tex15,10,protein_coding"
"1807","ENSDARG00000104519,KDELR3,,"
"1808","ENSDARG00000101479,BX908782.3,2,protein_coding"
"1809","ENSDARG00000101989,THRAP3,,"
"1810","ENSDARG00000098820,ftr67,2,protein_coding"
"1811","ENSDARG00000098608,si:dkey-224j12.6,11,lincRNA"
"1812","ENSDARG00000100233,si:ch1073-100e22.1,14,lincRNA"
"1813","ENSDARG00000102617,TIMP4,,"
"1814","ENSDARG00000100051,si:dkey-203a12.6,14,protein_coding"
"1815","ENSDARG00000098976,CU457778.1,4,protein_coding"
"1816","ENSDARG00000100427,BX547934.1,24,protein_coding"
"1817","ENSDARG00000102514,CXCL11,,"
"1818","ENSDARG00000101502,CR753816.1,25,protein_coding"
"1819","ENSDARG00000099411,zgc:158343,5,protein_coding"
"1820","ENSDARG00000102537,CABZ01007816.1,7,protein_coding"
"1821","ENSDARG00000102766,dennd4c,7,protein_coding"
"1822","ENSDARG00000103532,CR855393.3,7,protein_coding"
"1823","ENSDARG00000098787,si:dkey-10p5.7,6,protein_coding"
"1824","ENSDARG00000099936,nlrc3l,15,protein_coding"
"1825","ENSDARG00000104643,tuba7l,10,protein_coding"
"1826","ENSDARG00000098447,BX321873.1,4,protein_coding"
"1827","ENSDARG00000104539,OLFML2A,,"
"1828","ENSDARG00000102868,si:dkey-203a12.4,14,protein_coding"
"1829","ENSDARG00000100715,tlk1b,6,protein_coding"
"1830","ENSDARG00000102493,ticam1,22,protein_coding"
"1831","ENSDARG00000099672,capgb,12,protein_coding"
"1832","ENSDARG00000099775,CABZ01074309.1,KN150487.1,protein_coding"
"1833","ENSDARG00000099518,si:ch211-119e14.1,7,protein_coding"
"1834","ENSDARG00000104185,AL831726.2,22,protein_coding"
"1835","ENSDARG00000102357,si:ch211-268b14.1,4,processed_transcript"
"1836","ENSDARG00000103851,tnrc6c2,6,protein_coding"
"1837","ENSDARG00000101999,cog3,9,protein_coding"
"1838","ENSDARG00000102972,CABZ01075125.1,12,protein_coding"
"1839","ENSDARG00000102717,TMEM42,,"
"1840","ENSDARG00000099689,si:dkey-203a12.3,14,protein_coding"
"1841","ENSDARG00000099600,si:dkey-93h22.7,11,protein_coding"
"1842","ENSDARG00000100968,si:ch211-1a19.3,11,protein_coding"
"1843","ENSDARG00000102389,ved,10,protein_coding"
"1844","ENSDARG00000102239,si:ch211-195e19.3,13,lincRNA"
"1845","ENSDARG00000105259,si:ch211-11c3.6,11,lincRNA"
